ranked_0	0.7398919624346482
ranked_1	0.7243263495159754
ranked_2	0.71930411833374
ranked_3	0.6794832345512909
ranked_4	0.6606965801783258
ranked_5	0.6489010024555874
ranked_6	0.6445425777975465
ranked_7	0.6414636976060077
ranked_8	0.6408292903364945
ranked_9	0.6398030665383442
ranked_10	0.6391088729148644
ranked_11	0.6373954546732232
ranked_12	0.6356496836055112
ranked_13	0.6344885599567144
ranked_14	0.6320811438043799
ranked_15	0.6274218230875156
ranked_16	0.6246058140910624
ranked_17	0.6236939235281965
ranked_18	0.6221010027052338
ranked_19	0.6160514104263943
ranked_20	0.5552369554536296
ranked_21	0.48002928158008196
ranked_22	0.48001447011342435
ranked_23	0.4749281258899901
ranked_24	0.4430338051982664
